Date,Restaurant,Rating,Author,Review,Day,Bag_of_Words,Length_of_Review,Percent_Positive,Percent_Negative,Sentiment,Alcohol
2019-09-06,Wasena City Tap Room and Grill,4.0,GregM_VA,The location and outdoor seating are excellent. Service was also top notch. Sandwiches were good but nothing out of this world. Good selection of beers. The brownie dessert with ice cream was excellent and just too much food.,Friday,"['the', 'location', 'and', 'outdoor', 'seating', 'are', 'excellent', 'service', 'was', 'also', 'top', 'notch', 'sandwiches', 'were', 'good', 'but', 'nothing', 'out', 'of', 'this', 'world', 'good', 'selection', 'of', 'beers', 'the', 'brownie', 'dessert', 'with', 'ice', 'cream', 'was', 'excellent', 'and', 'just', 'too', 'much', 'food']",38,0.15789473684210525,0.0,Positive,No
2019-06-05,Wasena City Tap Room and Grill,5.0,Jeff M,Great food & drinks. Staff is friendly and attentive. Wood fired pizza oven and lots of beer on tap.,Wednesday,"['great', 'food', '', 'drinks', 'staff', 'is', 'friendly', 'and', 'attentive', 'wood', 'fired', 'pizza', 'oven', 'and', 'lots', 'of', 'beer', 'on', 'tap']",19,0.15789473684210525,0.0,Positive,No
2019-05-10,Wasena City Tap Room and Grill,4.0,jankitt,"Husband and I went here with two other couples. We sat inside before the crowds arrived. Im not much of a beer drinker, but they had some VERY interesting flavors that were good! Husband and I got the pork and chicken taco plates. Both were very good and the two other couples enjoyed their orders. My favorite thing was the sweet potato fries. So crispy and sweet!!",Friday,"['husband', 'and', 'i', 'went', 'here', 'with', 'two', 'other', 'couples', 'we', 'sat', 'inside', 'before', 'the', 'crowds', 'arrived', 'im', 'not', 'much', 'of', 'a', 'beer', 'drinker', 'but', 'they', 'had', 'some', 'very', 'interesting', 'flavors', 'that', 'were', 'good', 'husband', 'and', 'i', 'got', 'the', 'pork', 'and', 'chicken', 'taco', 'plates', 'both', 'were', 'very', 'good', 'and', 'the', 'two', 'other', 'couples', 'enjoyed', 'their', 'orders', 'my', 'favorite', 'thing', 'was', 'the', 'sweet', 'potato', 'fries', 'so', 'crispy', 'and', 'sweet']",67,0.08955223880597014,0.0,Positive,No
2019-05-07,Wasena City Tap Room and Grill,3.0,revrpb619,"Nice enough place to hang out with the local crowd. Decent menu, but nothing outstanding as far as we (2) adults were concerned, the (4) college kids in tow loved the place.They do serve a thin crust pizza, which according to 2 of the kids, is pretty good. My fish tacos were just MEH. The crab cakes I was told, were very tasty, but did not have the expected crispy crust; nor were they hot, just warm.Good beer selection, friendly staff. Parking is a bit iffy.",Tuesday,"['nice', 'enough', 'place', 'to', 'hang', 'out', 'with', 'the', 'local', 'crowd', 'decent', 'menu', 'but', 'nothing', 'outstanding', 'as', 'far', 'as', 'we', '2', 'adults', 'were', 'concerned', 'the', '4', 'college', 'kids', 'in', 'tow', 'loved', 'the', 'place.they', 'do', 'serve', 'a', 'thin', 'crust', 'pizza', 'which', 'according', 'to', '2', 'of', 'the', 'kids', 'is', 'pretty', 'good', 'my', 'fish', 'tacos', 'were', 'just', 'meh', 'the', 'crab', 'cakes', 'i', 'was', 'told', 'were', 'very', 'tasty', 'but', 'did', 'not', 'have', 'the', 'expected', 'crispy', 'crust', 'nor', 'were', 'they', 'hot', 'just', 'warm.good', 'beer', 'selection', 'friendly', 'staff', 'parking', 'is', 'a', 'bit', 'iffy']",86,0.10465116279069768,0.0,Positive,No
2019-05-06,Wasena City Tap Room and Grill,3.0,aliciafurrow,"The order: The tortilla chips w/ salsa and side of cheese sauce, onion rings, and the grilled chicken tacos with a side of black beans and rice....let me start with the best- the chicken tacos: omg so delicious with the lime cilantro sauce .. they were soooo good ; chicken was tender. The onion rings were tasty; nice and thick cut rings... the part that makes this review 3 out of 5: the chips and salsa with the cheese sauce, the salsa tasted like it had been made with sugar- eww and the cheese sauce, this was an interesting item - I was expecting something on the nacho cheese side but instead recd some sort of thick jiggling substance... the taste was a mix of bland cheese wiz and something else I couldnt put my tastebuds to... super disappointed and something that should be so simple... couldnt eat either sauce after a couple of bites ... at least the tortilla chips were crunchy? Lastly, the black beans and rice... oh my... couldnt eat a full bite... so bland, no seasoning whatsoever... an item that was for sure not tasted before serving ....I would say this wasnt an experience that would turn me off to eating there again , but I know definitely what I will not order on the second go around. Pricing was ok... the tacos were big enough that I felt they were worth the price at least and will be on my list for next time.",Monday,"['the', 'order', 'the', 'tortilla', 'chips', 'w', 'salsa', 'and', 'side', 'of', 'cheese', 'sauce', 'onion', 'rings', 'and', 'the', 'grilled', 'chicken', 'tacos', 'with', 'a', 'side', 'of', 'black', 'beans', 'and', 'rice....let', 'me', 'start', 'with', 'the', 'best', 'the', 'chicken', 'tacos', 'omg', 'so', 'delicious', 'with', 'the', 'lime', 'cilantro', 'sauce', '', 'they', 'were', 'soooo', 'good', '', 'chicken', 'was', 'tender', 'the', 'onion', 'rings', 'were', 'tasty', 'nice', 'and', 'thick', 'cut', 'rings', 'the', 'part', 'that', 'makes', 'this', 'review', '3', 'out', 'of', '5', 'the', 'chips', 'and', 'salsa', 'with', 'the', 'cheese', 'sauce', 'the', 'salsa', 'tasted', 'like', 'it', 'had', 'been', 'made', 'with', 'sugar', 'eww', 'and', 'the', 'cheese', 'sauce', 'this', 'was', 'an', 'interesting', 'item', '', 'i', 'was', 'expecting', 'something', 'on', 'the', 'nacho', 'cheese', 'side', 'but', 'instead', 'recd', 'some', 'sort', 'of', 'thick', 'jiggling', 'substance', 'the', 'taste', 'was', 'a', 'mix', 'of', 'bland', 'cheese', 'wiz', 'and', 'something', 'else', 'i', 'couldnt', 'put', 'my', 'tastebuds', 'to', 'super', 'disappointed', 'and', 'something', 'that', 'should', 'be', 'so', 'simple', 'couldnt', 'eat', 'either', 'sauce', 'after', 'a', 'couple', 'of', 'bites', '', 'at', 'least', 'the', 'tortilla', 'chips', 'were', 'crunchy', 'lastly', 'the', 'black', 'beans', 'and', 'rice', 'oh', 'my', 'couldnt', 'eat', 'a', 'full', 'bite', 'so', 'bland', 'no', 'seasoning', 'whatsoever', 'an', 'item', 'that', 'was', 'for', 'sure', 'not', 'tasted', 'before', 'serving', 'i', 'would', 'say', 'this', 'wasnt', 'an', 'experience', 'that', 'would', 'turn', 'me', 'off', 'to', 'eating', 'there', 'again', '', 'but', 'i', 'know', 'definitely', 'what', 'i', 'will', 'not', 'order', 'on', 'the', 'second', 'go', 'around', 'pricing', 'was', 'ok', 'the', 'tacos', 'were', 'big', 'enough', 'that', 'i', 'felt', 'they', 'were', 'worth', 'the', 'price', 'at', 'least', 'and', 'will', 'be', 'on', 'my', 'list', 'for', 'next', 'time']",249,0.04819277108433735,0.028112449799196786,Positive,Yes
2019-03-20,Wasena City Tap Room and Grill,2.0,WWSPENCER91,"I had high hopes for this place but unfortunately we were let down. We waited for a waiter to take our drink orders for over 20 min and it was a slow day. When we finally got our food the steak on the taco was so tough I couldnt even chew it. They also served them in uncooked tortillas. Such a let down, will try again, hopefully a better result.",Wednesday,"['i', 'had', 'high', 'hopes', 'for', 'this', 'place', 'but', 'unfortunately', 'we', 'were', 'let', 'down', 'we', 'waited', 'for', 'a', 'waiter', 'to', 'take', 'our', 'drink', 'orders', 'for', 'over', '20', 'min', 'and', 'it', 'was', 'a', 'slow', 'day', 'when', 'we', 'finally', 'got', 'our', 'food', 'the', 'steak', 'on', 'the', 'taco', 'was', 'so', 'tough', 'i', 'couldnt', 'even', 'chew', 'it', 'they', 'also', 'served', 'them', 'in', 'uncooked', 'tortillas', 'such', 'a', 'let', 'down', 'will', 'try', 'again', 'hopefully', 'a', 'better', 'result']",70,0.07142857142857142,0.04285714285714286,Positive,Yes
2018-12-31,Wasena City Tap Room and Grill,4.0,Jerry O,this local watering hole has enough beer choices to keep anyone happy. great burgers and a sunday brunch,Monday,"['this', 'local', 'watering', 'hole', 'has', 'enough', 'beer', 'choices', 'to', 'keep', 'anyone', 'happy', 'great', 'burgers', 'and', 'a', 'sunday', 'brunch']",18,0.1111111111111111,0.05555555555555555,Positive,Yes
2018-12-18,Wasena City Tap Room and Grill,4.0,jeax2,"Cool atmosphere and good food, especially the burgers. Salads are also really fresh and good, great dressings.",Tuesday,"['cool', 'atmosphere', 'and', 'good', 'food', 'especially', 'the', 'burgers', 'salads', 'are', 'also', 'really', 'fresh', 'and', 'good', 'great', 'dressings']",17,0.29411764705882354,0.0,Positive,No
2018-12-11,Wasena City Tap Room and Grill,5.0,John S,"Excellent place to visit for lunch. Very good burgers, chicken club and a variety of tacos. Good beer selection, but haven't had many there due to lunches being on work days.",Tuesday,"['excellent', 'place', 'to', 'visit', 'for', 'lunch', 'very', 'good', 'burgers', 'chicken', 'club', 'and', 'a', 'variety', 'of', 'tacos', 'good', 'beer', 'selection', 'but', ""haven't"", 'had', 'many', 'there', 'due', 'to', 'lunches', 'being', 'on', 'work', 'days']",31,0.0967741935483871,0.0,Positive,No
2018-10-07,Wasena City Tap Room and Grill,4.0,WesOrmond,"We had rented bikes from Roanoke Mountain Adventures next door and they recommended Wasena for lunch. After four hours of riding, we were ready for some good food and cold libations and they were good for both. They have a great selection of draft beers available and a good food selection. I had the Wilmer Bowl which is their pork chili served with sauteed veggies over rice. It was very good. My wife had the pork tacos which she liked as well.",Sunday,"['we', 'had', 'rented', 'bikes', 'from', 'roanoke', 'mountain', 'adventures', 'next', 'door', 'and', 'they', 'recommended', 'wasena', 'for', 'lunch', 'after', 'four', 'hours', 'of', 'riding', 'we', 'were', 'ready', 'for', 'some', 'good', 'food', 'and', 'cold', 'libations', 'and', 'they', 'were', 'good', 'for', 'both', 'they', 'have', 'a', 'great', 'selection', 'of', 'draft', 'beers', 'available', 'and', 'a', 'good', 'food', 'selection', 'i', 'had', 'the', 'wilmer', 'bowl', 'which', 'is', 'their', 'pork', 'chili', 'served', 'with', 'sauteed', 'veggies', 'over', 'rice', 'it', 'was', 'very', 'good', 'my', 'wife', 'had', 'the', 'pork', 'tacos', 'which', 'she', 'liked', 'as', 'well']",82,0.0975609756097561,0.012195121951219513,Positive,Yes
2019-10-15,Brambleton Deli,4.0,MarkA40,"Good food, good service, and good music at a god price! The food is good, except for the chili, and the prices are fair. Plus they have live music on Wednesday and Sundays when the weather is good!",Tuesday,"['good', 'food', 'good', 'service', 'and', 'good', 'music', 'at', 'a', 'god', 'price', 'the', 'food', 'is', 'good', 'except', 'for', 'the', 'chili', 'and', 'the', 'prices', 'are', 'fair', 'plus', 'they', 'have', 'live', 'music', 'on', 'wednesday', 'and', 'sundays', 'when', 'the', 'weather', 'is', 'good']",38,0.18421052631578946,0.0,Positive,No
2019-08-01,Brambleton Deli,4.0,Steve L,I am going to base this review on to visit. Our first visit was a lunch date where everything was pretty much spot-on. Food was done well service was great and everything was cooked to order. The second visit was pretty much the same thing. Service was good food was good with one exception. I ordered the prime rib sandwich which is a premium sandwich on their menu. For the most part it was well done except for a bit of an off flavor with the meat. It had a freezer burnt flavor. I can understand not having fresh prime rib available all the time but I would recommend not keeping it too long if you do intend to serve it Frozen. Definitely looked like it came out of the freezer and then was finished on a flat top. It wasn't quite bad enough for me to send it back but definitely noticeable enough that I would not order that sandwich again. Outside of that no complaints. Decor is kind of sports bar like and the location is clean and well-maintained.,Thursday,"['i', 'am', 'going', 'to', 'base', 'this', 'review', 'on', 'to', 'visit', 'our', 'first', 'visit', 'was', 'a', 'lunch', 'date', 'where', 'everything', 'was', 'pretty', 'much', 'spot-on', 'food', 'was', 'done', 'well', 'service', 'was', 'great', 'and', 'everything', 'was', 'cooked', 'to', 'order', 'the', 'second', 'visit', 'was', 'pretty', 'much', 'the', 'same', 'thing', 'service', 'was', 'good', 'food', 'was', 'good', 'with', 'one', 'exception', 'i', 'ordered', 'the', 'prime', 'rib', 'sandwich', 'which', 'is', 'a', 'premium', 'sandwich', 'on', 'their', 'menu', 'for', 'the', 'most', 'part', 'it', 'was', 'well', 'done', 'except', 'for', 'a', 'bit', 'of', 'an', 'off', 'flavor', 'with', 'the', 'meat', 'it', 'had', 'a', 'freezer', 'burnt', 'flavor', 'i', 'can', 'understand', 'not', 'having', 'fresh', 'prime', 'rib', 'available', 'all', 'the', 'time', 'but', 'i', 'would', 'recommend', 'not', 'keeping', 'it', 'too', 'long', 'if', 'you', 'do', 'intend', 'to', 'serve', 'it', 'frozen', 'definitely', 'looked', 'like', 'it', 'came', 'out', 'of', 'the', 'freezer', 'and', 'then', 'was', 'finished', 'on', 'a', 'flat', 'top', 'it', ""wasn't"", 'quite', 'bad', 'enough', 'for', 'me', 'to', 'send', 'it', 'back', 'but', 'definitely', 'noticeable', 'enough', 'that', 'i', 'would', 'not', 'order', 'that', 'sandwich', 'again', 'outside', 'of', 'that', 'no', 'complaints', 'decor', 'is', 'kind', 'of', 'sports', 'bar', 'like', 'and', 'the', 'location', 'is', 'clean', 'and', 'well-maintained']",181,0.0718232044198895,0.016574585635359115,Positive,Yes
2019-07-20,Brambleton Deli,2.0,Gayleetro,"It had been years since we had been to the Brambleton Deli and we were looking for a good sub for dinner. We were seated very quickly but service was a bit slow. The restaurant appeared to be short staffed.The menu had not changed much so we were able to order our favorities. I chose the chicken salad plate with fruit. Hubby chose a cold cut sub. It took a while to get our dinner as there were several tables and booths with patrons and not enough staff to handle timely.The chicken salad was a disappointment. Very bland with not much taste at all. The tresh fruit was not that fresh. Hubby said the sub he got was just okay. After this visit, it may be another few years before we go back.",Saturday,"['it', 'had', 'been', 'years', 'since', 'we', 'had', 'been', 'to', 'the', 'brambleton', 'deli', 'and', 'we', 'were', 'looking', 'for', 'a', 'good', 'sub', 'for', 'dinner', 'we', 'were', 'seated', 'very', 'quickly', 'but', 'service', 'was', 'a', 'bit', 'slow', 'the', 'restaurant', 'appeared', 'to', 'be', 'short', 'staffed.the', 'menu', 'had', 'not', 'changed', 'much', 'so', 'we', 'were', 'able', 'to', 'order', 'our', 'favorities', 'i', 'chose', 'the', 'chicken', 'salad', 'plate', 'with', 'fruit', 'hubby', 'chose', 'a', 'cold', 'cut', 'sub', 'it', 'took', 'a', 'while', 'to', 'get', 'our', 'dinner', 'as', 'there', 'were', 'several', 'tables', 'and', 'booths', 'with', 'patrons', 'and', 'not', 'enough', 'staff', 'to', 'handle', 'timely.the', 'chicken', 'salad', 'was', 'a', 'disappointment', 'very', 'bland', 'with', 'not', 'much', 'taste', 'at', 'all', 'the', 'tresh', 'fruit', 'was', 'not', 'that', 'fresh', 'hubby', 'said', 'the', 'sub', 'he', 'got', 'was', 'just', 'okay', 'after', 'this', 'visit', 'it', 'may', 'be', 'another', 'few', 'years', 'before', 'we', 'go', 'back']",133,0.045112781954887216,0.03007518796992481,Positive,Yes
2019-03-03,Brambleton Deli,4.0,Paul L,Been eating here for a very long time. Always satisfied. Had the All American Burger. Can't go wrong.,Sunday,"['been', 'eating', 'here', 'for', 'a', 'very', 'long', 'time', 'always', 'satisfied', 'had', 'the', 'all', 'american', 'burger', ""can't"", 'go', 'wrong']",18,0.0,0.05555555555555555,Negative,Yes
2019-02-15,Brambleton Deli,5.0,harrietws2017,We are regulars here and I have never had a bad meal. It's wonderful! My husband always gets the BBQ and my favorites are the BD Special and the Smokehouse.,Friday,"['we', 'are', 'regulars', 'here', 'and', 'i', 'have', 'never', 'had', 'a', 'bad', 'meal', ""it's"", 'wonderful', 'my', 'husband', 'always', 'gets', 'the', 'bbq', 'and', 'my', 'favorites', 'are', 'the', 'bd', 'special', 'and', 'the', 'smokehouse']",30,0.06666666666666667,0.03333333333333333,Positive,Yes
2019-02-12,Brambleton Deli,3.0,Jay B,So this is nothing more or less than your average sandwich place. A Great Deli it is not. Variety of sandwiches is OK and the bar is good. Service is fair with a bit of the hurry up thing going on. Nothing terribly special and nothing really bad. Oddly they do not have a tuna fish sandwich???????,Tuesday,"['so', 'this', 'is', 'nothing', 'more', 'or', 'less', 'than', 'your', 'average', 'sandwich', 'place', 'a', 'great', 'deli', 'it', 'is', 'not', 'variety', 'of', 'sandwiches', 'is', 'ok', 'and', 'the', 'bar', 'is', 'good', 'service', 'is', 'fair', 'with', 'a', 'bit', 'of', 'the', 'hurry', 'up', 'thing', 'going', 'on', 'nothing', 'terribly', 'special', 'and', 'nothing', 'really', 'bad', 'oddly', 'they', 'do', 'not', 'have', 'a', 'tuna', 'fish', 'sandwich']",57,0.07017543859649122,0.07017543859649122,Neutral,Yes
2019-02-12,Brambleton Deli,4.0,Vicki T,Sandwiches and pizza are good! I have tried both. Excellent sweet potato fries! Service is good. A very friendly place.,Tuesday,"['sandwiches', 'and', 'pizza', 'are', 'good', 'i', 'have', 'tried', 'both', 'excellent', 'sweet', 'potato', 'fries', 'service', 'is', 'good', 'a', 'very', 'friendly', 'place']",20,0.25,0.0,Positive,No
2019-02-03,Brambleton Deli,2.0,cjsm44,"We were out of towners visiting Roanoke for a swim meet, and a family member who lives in the area suggested we get lunch at Brambleton Deli. We placed the order online for pick up an hour and a half later. We received an email confirming our pick up time, and we arrived 10 min earlier than the time on the chance it might be ready. Nope. So we waited, which was fine. It was a busy Sunday. But the pick up time came and went. We had to ask 10 min later if it was ready. It was not. Finally 15 min after the confirmed time, they brought our food out. We had to ask for utensils. Then realized they forgot one of the sides but thankfully we checked before we left the lot. The hostess was rude when she brought me the side. No apology, nothing, not for the late order and not for the missing item. I wish I could have asked for the tip back that I had added when I ordered and paid online. My husband loved his Tuscan chicken pizza, and my bbq pork was good but I would have liked more bbq sauce. The French dip my son had was meh and we both thought the Cole slaw was absolutely tasteless and drycabbage with a splash of milk, seemingly. And of course no salt or pepper in the to go bag. Honestly, if this is the best Roanoke has to offer, I am sadly disappointed.",Sunday,"['we', 'were', 'out', 'of', 'towners', 'visiting', 'roanoke', 'for', 'a', 'swim', 'meet', 'and', 'a', 'family', 'member', 'who', 'lives', 'in', 'the', 'area', 'suggested', 'we', 'get', 'lunch', 'at', 'brambleton', 'deli', 'we', 'placed', 'the', 'order', 'online', 'for', 'pick', 'up', 'an', 'hour', 'and', 'a', 'half', 'later', 'we', 'received', 'an', 'email', 'confirming', 'our', 'pick', 'up', 'time', 'and', 'we', 'arrived', '10', 'min', 'earlier', 'than', 'the', 'time', 'on', 'the', 'chance', 'it', 'might', 'be', 'ready', 'nope', 'so', 'we', 'waited', 'which', 'was', 'fine', 'it', 'was', 'a', 'busy', 'sunday', 'but', 'the', 'pick', 'up', 'time', 'came', 'and', 'went', 'we', 'had', 'to', 'ask', '10', 'min', 'later', 'if', 'it', 'was', 'ready', 'it', 'was', 'not', 'finally', '15', 'min', 'after', 'the', 'confirmed', 'time', 'they', 'brought', 'our', 'food', 'out', 'we', 'had', 'to', 'ask', 'for', 'utensils', 'then', 'realized', 'they', 'forgot', 'one', 'of', 'the', 'sides', 'but', 'thankfully', 'we', 'checked', 'before', 'we', 'left', 'the', 'lot', 'the', 'hostess', 'was', 'rude', 'when', 'she', 'brought', 'me', 'the', 'side', 'no', 'apology', 'nothing', 'not', 'for', 'the', 'late', 'order', 'and', 'not', 'for', 'the', 'missing', 'item', 'i', 'wish', 'i', 'could', 'have', 'asked', 'for', 'the', 'tip', 'back', 'that', 'i', 'had', 'added', 'when', 'i', 'ordered', 'and', 'paid', 'online', 'my', 'husband', 'loved', 'his', 'tuscan', 'chicken', 'pizza', 'and', 'my', 'bbq', 'pork', 'was', 'good', 'but', 'i', 'would', 'have', 'liked', 'more', 'bbq', 'sauce', 'the', 'french', 'dip', 'my', 'son', 'had', 'was', 'meh', 'and', 'we', 'both', 'thought', 'the', 'cole', 'slaw', 'was', 'absolutely', 'tasteless', 'and', 'drycabbage', 'with', 'a', 'splash', 'of', 'milk', 'seemingly', 'and', 'of', 'course', 'no', 'salt', 'or', 'pepper', 'in', 'the', 'to', 'go', 'bag', 'honestly', 'if', 'this', 'is', 'the', 'best', 'roanoke', 'has', 'to', 'offer', 'i', 'am', 'sadly', 'disappointed']",252,0.031746031746031744,0.015873015873015872,Positive,Yes
2019-01-31,Brambleton Deli,4.0,Lpharis,"Good food, quick service, and even with the parking lot full, you'll get quick seating and service. A nice setting for friends and family, not raucous, but plenty of young people there to enjoy a casual delicious meal. Their barbque and ribs are noted.",Thursday,"['good', 'food', 'quick', 'service', 'and', 'even', 'with', 'the', 'parking', 'lot', 'full', ""you'll"", 'get', 'quick', 'seating', 'and', 'service', 'a', 'nice', 'setting', 'for', 'friends', 'and', 'family', 'not', 'raucous', 'but', 'plenty', 'of', 'young', 'people', 'there', 'to', 'enjoy', 'a', 'casual', 'delicious', 'meal', 'their', 'barbque', 'and', 'ribs', 'are', 'noted']",44,0.11363636363636363,0.0,Positive,No
2018-11-06,Brambleton Deli,4.0,Hokiechip,Stopped in on a Sunday afternoon. Greeted with a smile and overall service was good.My wife ordered a Roast Beef Sandwich which she said was good. I ordered a cheese pizza which was not great. Crust was burnt.,Tuesday,"['stopped', 'in', 'on', 'a', 'sunday', 'afternoon', 'greeted', 'with', 'a', 'smile', 'and', 'overall', 'service', 'was', 'good.my', 'wife', 'ordered', 'a', 'roast', 'beef', 'sandwich', 'which', 'she', 'said', 'was', 'good', 'i', 'ordered', 'a', 'cheese', 'pizza', 'which', 'was', 'not', 'great', 'crust', 'was', 'burnt']",38,0.07894736842105263,0.0,Positive,No
2019-09-30,Remini's,5.0,Linda W,"Once again, while visiting in Roanoke, we planned dinner Saturday evening at 5pm with our kids and grandchildren. We were so happy to get a reservation so we knew we would have a table for the kiddos, and we love the cool calm back room. We got first class service from Hannah G, who was all over us, keeping us in drinks, keeping the table clear, quickly bringing as well as refilling their fabulous warm bread baskets with kind of pesto olive oil dip that I love! She was also accepting that we brought a McDonald's burger for the toddler since he wasn't up for their upscale kind. We again chose the family style meals, which come with a big salad plate for each entree, and I am not exaggerating, that the Caesar salad at Remini's is the BEST EVER! I was beyond amazed that my 18 month old grandson accepted pieces of that salad and ate 8 of them!! We love the fettucini alfredo chicken, and the chicken parmesan as entrees. There is always more than we can eat, and we take it home for the kids to take to work during the week. We always have a great experience at Remini's and keep returning!",Monday,"['once', 'again', 'while', 'visiting', 'in', 'roanoke', 'we', 'planned', 'dinner', 'saturday', 'evening', 'at', '5pm', 'with', 'our', 'kids', 'and', 'grandchildren', 'we', 'were', 'so', 'happy', 'to', 'get', 'a', 'reservation', 'so', 'we', 'knew', 'we', 'would', 'have', 'a', 'table', 'for', 'the', 'kiddos', 'and', 'we', 'love', 'the', 'cool', 'calm', 'back', 'room', 'we', 'got', 'first', 'class', 'service', 'from', 'hannah', 'g', 'who', 'was', 'all', 'over', 'us', 'keeping', 'us', 'in', 'drinks', 'keeping', 'the', 'table', 'clear', 'quickly', 'bringing', 'as', 'well', 'as', 'refilling', 'their', 'fabulous', 'warm', 'bread', 'baskets', 'with', 'kind', 'of', 'pesto', 'olive', 'oil', 'dip', 'that', 'i', 'love', 'she', 'was', 'also', 'accepting', 'that', 'we', 'brought', 'a', ""mcdonald's"", 'burger', 'for', 'the', 'toddler', 'since', 'he', ""wasn't"", 'up', 'for', 'their', 'upscale', 'kind', 'we', 'again', 'chose', 'the', 'family', 'style', 'meals', 'which', 'come', 'with', 'a', 'big', 'salad', 'plate', 'for', 'each', 'entree', 'and', 'i', 'am', 'not', 'exaggerating', 'that', 'the', 'caesar', 'salad', 'at', ""remini's"", 'is', 'the', 'best', 'ever', 'i', 'was', 'beyond', 'amazed', 'that', 'my', '18', 'month', 'old', 'grandson', 'accepted', 'pieces', 'of', 'that', 'salad', 'and', 'ate', '8', 'of', 'them', 'we', 'love', 'the', 'fettucini', 'alfredo', 'chicken', 'and', 'the', 'chicken', 'parmesan', 'as', 'entrees', 'there', 'is', 'always', 'more', 'than', 'we', 'can', 'eat', 'and', 'we', 'take', 'it', 'home', 'for', 'the', 'kids', 'to', 'take', 'to', 'work', 'during', 'the', 'week', 'we', 'always', 'have', 'a', 'great', 'experience', 'at', ""remini's"", 'and', 'keep', 'returning']",206,0.06310679611650485,0.0,Positive,No
2019-09-03,Remini's,4.0,Jacqueline L,"Tables are close. The food, service and prices are very good. We expect to return often. There is a private party room and bar too.",Tuesday,"['tables', 'are', 'close', 'the', 'food', 'service', 'and', 'prices', 'are', 'very', 'good', 'we', 'expect', 'to', 'return', 'often', 'there', 'is', 'a', 'private', 'party', 'room', 'and', 'bar', 'too']",25,0.04,0.04,Neutral,Yes
2019-08-10,Remini's,4.0,SpaceCaptain,"Lucky enough to discover this gem of a restaurant. Excellent food. I have now enjoyed various meals several times in the last few months with every meal top notch. Great drinks, good wine, and reasonably priced as well. Fun bartender. Large portions.Warning; They close early so check the serving times.",Saturday,"['lucky', 'enough', 'to', 'discover', 'this', 'gem', 'of', 'a', 'restaurant', 'excellent', 'food', 'i', 'have', 'now', 'enjoyed', 'various', 'meals', 'several', 'times', 'in', 'the', 'last', 'few', 'months', 'with', 'every', 'meal', 'top', 'notch', 'great', 'drinks', 'good', 'wine', 'and', 'reasonably', 'priced', 'as', 'well', 'fun', 'bartender', 'large', 'portions.warning', 'they', 'close', 'early', 'so', 'check', 'the', 'serving', 'times']",50,0.2,0.02,Positive,Yes
2019-07-27,Remini's,5.0,N7176EYtimc,Been over five years since Ive been back here. As always fabulous food great service friendly people outstanding service. Best meatballs Ive had. You will not leave hungry. But with a smile on your face And leftovers.,Saturday,"['been', 'over', 'five', 'years', 'since', 'ive', 'been', 'back', 'here', 'as', 'always', 'fabulous', 'food', 'great', 'service', 'friendly', 'people', 'outstanding', 'service', 'best', 'meatballs', 'ive', 'had', 'you', 'will', 'not', 'leave', 'hungry', 'but', 'with', 'a', 'smile', 'on', 'your', 'face', 'and', 'leftovers']",37,0.16216216216216217,0.02702702702702703,Positive,Yes
2019-07-15,Remini's,4.0,hbhakh,"Remini's is one of our favorite restaurants in Roanoke. They have a nice menu (mostly Italian), large portions, and reasonable prices. We find the food to be very well prepared. My wife enjoyed the scallops special. I had stuffed flounder, which was very nice. The only disappointment were the glazed brussel sprouts, which were of the frozen variety.I'd suggest reservations (Opentable) as they get very busy.",Monday,"[""remini's"", 'is', 'one', 'of', 'our', 'favorite', 'restaurants', 'in', 'roanoke', 'they', 'have', 'a', 'nice', 'menu', 'mostly', 'italian', 'large', 'portions', 'and', 'reasonable', 'prices', 'we', 'find', 'the', 'food', 'to', 'be', 'very', 'well', 'prepared', 'my', 'wife', 'enjoyed', 'the', 'scallops', 'special', 'i', 'had', 'stuffed', 'flounder', 'which', 'was', 'very', 'nice', 'the', 'only', 'disappointment', 'were', 'the', 'glazed', 'brussel', 'sprouts', 'which', 'were', 'of', 'the', 'frozen', ""variety.i'd"", 'suggest', 'reservations', 'opentable', 'as', 'they', 'get', 'very', 'busy']",66,0.12121212121212122,0.06060606060606061,Positive,Yes
2019-07-05,Remini's,5.0,cgandgg1989,"Although we live in the area, we are creatures of habit and generally eat at the same restaurants. We wanted to try something different and I was very happy for that decision. I had the baked ziti and my husband had the chicken parmesan. The portions were huge! The food was great and we had a good server. Will definitely go back!",Friday,"['although', 'we', 'live', 'in', 'the', 'area', 'we', 'are', 'creatures', 'of', 'habit', 'and', 'generally', 'eat', 'at', 'the', 'same', 'restaurants', 'we', 'wanted', 'to', 'try', 'something', 'different', 'and', 'i', 'was', 'very', 'happy', 'for', 'that', 'decision', 'i', 'had', 'the', 'baked', 'ziti', 'and', 'my', 'husband', 'had', 'the', 'chicken', 'parmesan', 'the', 'portions', 'were', 'huge', 'the', 'food', 'was', 'great', 'and', 'we', 'had', 'a', 'good', 'server', 'will', 'definitely', 'go', 'back']",62,0.08064516129032258,0.0,Positive,No
